Case112,cntr_Manchester_TRY.epw,0,0.96,0.3,0.196,1720,0.01,0.043,0.032,0.5,38,0.005,0.00046,22.8,144,0.33,9,15.032
Case113,cntr_Manchester_TRY.epw,0,0.96,0.3,0.196,1720,0.01,0.01,0.032,0.5,38,0.005,0.00046,22.8,144,0.33,9,15.032
Case114,cntr_Manchester_TRY.epw,0,0.96,0.3,0.196,1720,0.01,0.01,0.032,0.5,38,0.005,0.00046,18,144,0.33,9,15.032
Case115,cntr_Manchester_TRY.epw,0,0.96,0.3,0.334,1720,0.01,0.01,0.032,0.5,38,0.005,0.00046,18,144,0.33,9,15.032
Case116,cntr_Manchester_TRY.epw,0,0.96,0.3,0.334,1720,0.01,0.01,0.032,0.5,80,0.005,0.00046,18,144,0.33,9,15.032
Case117,cntr_Manchester_TRY.epw,0,0.96,0.3,0.334,1720,0.01,0.01,0.032,0.5,80,0.005,0.00046,18,144,0.75,9,15.032
Case118,cntr_Manchester_TRY.epw,0,0.96,0.696,0.334,1720,0.01,0.01,0.032,0.5,80,0.005,0.00046,18,144,0.75,9,15.032
Case119,cntr_Manchester_TRY.epw,0,0.96,0.696,0.334,1720,0.01,0.01,0.065,0.5,80,0.005,0.00046,18,144,0.75,9,15.032
Case120,cntr_Manchester_TRY.epw,0,0.592,0.96,0.15,1720,0.015,0.065,0.032,0.688,80,0.0014,0.00046,26,0,0.47,2.12,5.064
Case121,cntr_Manchester_TRY.epw,0,0.592,0.96,0.15,1720,0.015,0.065,0.032,0.688,80,0.0041,0.00046,26,0,0.47,2.12,5.064
Case122,cntr_Manchester_TRY.epw,0,0.592,0.96,0.15,1720,0.03,0.065,0.032,0.688,80,0.0041,0.00046,26,0,0.47,2.12,5.064
Case123,cntr_Manchester_TRY.epw,0,0.592,0.96,0.15,1720,0.03,0.065,0.032,0.688,80,0.0041,0.00046,26,0,0.05,2.12,5.064
Case124,cntr_Manchester_TRY.epw,0,0.592,0.96,0.15,1720,0.03,0.065,0.032,0.688,80,0.0041,0.00046,26,0,0.05,2.12,20.016
Case125,cntr_Manchester_TRY.epw,0,0.592,0.96,0.15,1720,0.03,0.065,0.032,0.688,80,0.0041,0.00046,21.2,0,0.05,2.12,20.016
Case126,cntr_Manchester_TRY.epw,0,0.592,0.96,0.288,1720,0.03,0.065,0.032,0.688,80,0.0041,0.00046,21.2,0,0.05,2.12,20.016
