#,Job_ID,WeatherFile,ModelFile,@@EW_Abs@@,@@RSolar_Abs@@,@@SG_Trans@@,@@cp_w_conc@@,@@G_k@@,@@WIns_k@@,@@RIns_k@@,@@EW_S&V_Abs@@,@@IHG@@,@@V_Rate@@,@@Inf@@,@@C_SP@@,@@Rot@@,@@Glazz@@,@@Rat@@,@@RA@@,Message,Warnings,Errors,Hours,Minutes,Seconds,c0: Total cooling Annual Value [kWh],c1: Peak Total Cooling [W],c2: Sens_Cooling Annual [kWh],c3: [W],c4: [W],c5: [kWh],c6: Calc Des Load [W],c7: User Design Load [W],c8: User Design Load per Area [W/m2],c9: Glazz Ratio[%],c10: Floor Area[m2],c11: Volume [m3],c12: Window Opening Area [m2],c13: Gross Wall Area [m2],c14: North Wall Area [m2],c15: East Wall Area [m2],c16: Peak Total Cooling Time,c17: [time],,,,
42,Case43,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.38,2480,0.03,0.065,0.043,0.5,80,0.0032,0.001,24.4,180,0.75,9,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.56,2430029.35,3640769.64,-2112315.79,-3026024.75,3640769.64,2430031.29,2977435.19,3572922.23,111.56,74.98,32025.6,112089.59,3131.12,4175.66,1879.05,208.78,0,0,75.87771502,113.6831048,,
43,Case44,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.38,2480,0.03,0.065,0.043,0.5,80,0.0005,0.001,24.4,180,0.75,9,20.016,EnergyPlus Completed Successfully,1,0,0,0,3.58,1.01E+07,2950811.24,-9778163.18,-2625676.26,2950811.24,1.01E+07,2604620.54,3125544.65,97.6,74.98,32025.6,112089.59,3131.12,4175.66,1879.05,208.78,0,0,315.3727018,92.13913994,,
44,Case45,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.38,2480,0.03,0.065,0.043,0.5,38,0.0005,0.001,24.4,180,0.75,9,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.69,1019022.5,1537952.25,-891372.43,-1280277.29,1537952.25,1019023.31,1260251.93,1512302.31,47.22,74.98,32025.6,112089.59,3131.12,4175.66,1879.05,208.78,0,0,31.81899793,48.02258974,,
45,Case46,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.38,2480,0.03,0.032,0.043,0.5,38,0.0005,0.001,24.4,180,0.75,9,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.61,1020677.41,1537722.66,-892915.68,-1280456.82,1537722.66,1020678.22,1260427.48,1512512.97,47.23,74.98,32025.6,112089.59,3131.12,4175.66,1879.05,208.78,0,0,31.87067252,48.01542079,,
46,Case47,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.242,2480,0.03,0.032,0.043,0.5,38,0.0005,0.001,24.4,180,0.75,9,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.58,997922.2,1522970.97,-871715.85,-1265347.14,1522970.97,997923,1245305.28,1494366.34,46.66,74.98,32025.6,112089.59,3131.12,4175.66,1879.05,208.78,0,0,31.16014064,47.55479897,,
47,Case48,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.242,2480,0.03,0.032,0.043,0.5,38,0.0005,0.001,19.6,180,0.75,9,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.55,4335234.55,2170266.23,-4039700.84,-1831794.13,2170266.23,4335238.02,1813554.26,2176265.11,67.95,74.98,32025.6,112089.59,3131.12,4175.66,1879.05,208.78,0,0,135.3677855,67.7666064,,
48,Case49,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.242,2480,0.03,0.032,0.043,0.5,38,0.0005,0.001,19.6,180,0.75,9,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.52,4278052.01,2149187.67,-3983552.57,-1815147.6,2149187.67,4278055.44,1796814.7,2156177.64,67.33,74.98,32025.6,112089.59,3131.12,4175.66,1879.05,208.78,0,0,133.5822595,67.10842795,,
49,Case50,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.242,2480,0.03,0.032,0.043,0.782,38,0.0005,0.001,19.6,180,0.75,9,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.53,4280505.72,2149758.65,-3985965.42,-1815556.53,2149758.65,4280509.15,1797216.44,2156659.72,67.34,74.98,32025.6,112089.59,3131.12,4175.66,1879.05,208.78,0,0,133.6588766,67.12625681,,
50,Case51,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.242,2480,0.03,0.032,0.043,0.782,38,0.0005,0.001,19.6,180,0.75,9,5.064,EnergyPlus Completed Successfully,0,0,0,0,3.55,989566.82,594195.11,-911560.67,-501410.52,594195.11,989567.62,495855.33,595026.4,73.44,74.97,8102.4,28358.4,1574.6,2100.31,945.14,105.02,0,0,122.1325558,73.33569189,,
51,Case52,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.288,200,0.01,0.021,0.021,0.688,80,0.0014,0.0001,18,36,0.75,3.84,15.032,EnergyPlus Completed Successfully,2,0,0,0,3.63,1.35E+07,2735391.17,-1.33E+07,-2469564.19,2735391.17,1.35E+07,2457571.62,2949085.94,122.62,74.98,24051.2,84179.2,2010.35,2681.3,1063.66,276.99,0,0,561.3025546,113.7320038,,
52,Case53,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.288,200,0.01,0.021,0.021,0.688,80,0.0014,0.0001,18,36,0.33,3.84,15.032,EnergyPlus Completed Successfully,2,0,0,0,3.56,1.35E+07,2681680.51,-1.33E+07,-2417667.47,2681680.51,1.35E+07,2406121.82,2887346.18,120.05,32.99,24051.2,84179.2,884.55,2681.3,1063.66,276.99,0,0,561.3025546,111.4988238,,
53,Case54,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.288,200,0.01,0.021,0.021,0.688,80,0.0041,0.0001,18,36,0.33,3.84,15.032,EnergyPlus Completed Successfully,1,0,0,0,3.57,8004701.93,3870836.33,-7402711.11,-3213785.11,3870836.33,8004708.33,3183141.18,3819769.42,158.82,32.99,24051.2,84179.2,884.55,2681.3,1063.66,276.99,0,0,332.8192327,160.9415052,,
54,Case55,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.288,200,0.01,0.021,0.021,0.688,38,0.0041,0.0001,18,36,0.33,3.84,15.032,EnergyPlus Completed Successfully,1,0,0,0,3.57,2278189.41,2808253.02,-1911020.5,-2203629.69,2808253.02,2278191.23,2173220.44,2607864.53,108.43,32.99,24051.2,84179.2,884.55,2681.3,1063.66,276.99,0,0,94.72248412,116.7614514,,
55,Case56,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.288,200,0.01,0.054,0.021,0.688,38,0.0041,0.0001,18,36,0.33,3.84,15.032,EnergyPlus Completed Successfully,1,0,0,0,3.64,2280912.59,2814152.92,-1913450.47,-2208371.12,2814152.92,2280914.41,2178006.74,2613608.09,108.67,32.99,24051.2,84179.2,884.55,2681.3,1063.66,276.99,0,0,94.83570841,117.0067573,,
56,Case57,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.288,200,0.01,0.054,0.021,0.688,38,0.0041,0.0001,18,144,0.33,3.84,15.032,EnergyPlus Completed Successfully,1,0,0,0,3.7,2281004.46,2801416.6,-1913415.81,-2198170.31,2801416.6,2281006.28,2168134.42,2601761.31,108.18,32.99,24051.2,84179.2,884.55,2681.3,1063.66,276.99,0,0,94.83952817,116.477207,,
57,Case58,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.288,200,0.01,0.054,0.054,0.688,38,0.0041,0.0001,18,144,0.33,3.84,15.032,EnergyPlus Completed Successfully,1,0,0,0,3.56,2304259.63,2849937.86,-1933806.19,-2230757.74,2849937.86,2304261.47,2203114.05,2643736.85,109.92,32.99,24051.2,84179.2,884.55,2681.3,1063.66,276.99,0,0,95.80643086,118.4946223,,
58,Case59,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.288,2480,0.01,0.054,0.054,0.688,38,0.0041,0.0001,18,144,0.33,3.84,15.032,EnergyPlus Completed Successfully,1,0,0,0,3.56,2320907.65,2849427.21,-1948279.69,-2230334.47,2849427.21,2320909.51,2202338.46,2642806.16,109.88,32.99,24051.2,84179.2,884.55,2681.3,1063.66,276.99,0,0,96.49862169,118.4733905,,
59,Case60,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.288,2480,0.01,0.054,0.054,0.688,38,0.0041,0.0001,22.8,144,0.33,3.84,15.032,EnergyPlus Completed Successfully,0,0,0,0,3.58,360878.54,1851193.54,-294946.42,-1453847.78,1851193.54,360878.83,1424080.59,1708896.71,71.05,32.99,24051.2,84179.2,884.55,2681.3,1063.66,276.99,0,0,15.00459603,76.96886392,,
60,Case61,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.288,2480,0.01,0.054,0.054,0.688,38,0.0041,0.00064,22.8,144,0.33,3.84,15.032,EnergyPlus Completed Successfully,0,0,0,0,3.57,312360.69,1977644.05,-254584.97,-1546737.83,1977644.05,312360.94,1512750.51,1815300.62,75.48,32.99,24051.2,84179.2,884.55,2681.3,1063.66,276.99,0,0,12.98732246,82.22641906,,
61,Case62,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.288,2480,0.01,0.054,0.054,0.688,38,0.0041,0.00064,22.8,144,0.33,9,15.032,EnergyPlus Completed Successfully,0,0,0,0,3.56,315061.05,1991797.71,-256863.7,-1558204.93,1991797.71,315061.3,1524245.4,1829094.48,76.05,32.99,24051.2,84179.2,1193.87,3618.64,1628.39,180.93,0,0,13.09959794,82.81489946,,
62,Case63,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.288,2480,0.01,0.054,0.054,0.688,38,0.0041,0.00064,22.8,144,0.33,9,0.08,EnergyPlus Completed Successfully,0,0,0,0,3.65,2434.56,14970.67,-2008.4,-11787.92,14970.67,2434.56,11642.98,13971.58,109.15,32.9,128,448,86.84,263.99,118.79,13.2,0,0,19.02,116.9583594,,
63,Case64,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.288,2480,0.01,0.054,0.054,0.97,38,0.0041,0.00064,22.8,144,0.33,9,0.08,EnergyPlus Completed Successfully,0,0,0,0,3.6,2546.65,15200.63,-2101.56,-12011.29,15200.63,2546.66,11833.76,14200.51,110.94,32.9,128,448,86.84,263.99,118.79,13.2,0,0,19.89570313,118.7549219,,
64,Case65,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.288,2480,0.01,0.054,0.054,0.97,38,0.0041,0.00064,22.8,144,0.33,9,0.08,EnergyPlus Completed Successfully,0,0,0,0,3.65,2619.34,15350.05,-2162.18,-12161.36,15350.05,2619.35,11965.44,14358.52,112.18,32.9,128,448,86.84,263.99,118.79,13.2,0,0,20.46359375,119.9222656,,
65,Case66,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.15,2480,0.01,0.054,0.054,0.97,38,0.0041,0.00064,22.8,144,0.33,9,0.08,EnergyPlus Completed Successfully,0,0,0,0,3.74,2463.1,15090.98,-2030.71,-11869.99,15090.98,2463.1,11664.82,13997.78,109.36,32.9,128,448,86.84,263.99,118.79,13.2,0,0,19.24296875,117.8982813,,
66,Case67,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.15,2480,0.025,0.054,0.054,0.97,38,0.0041,0.00064,22.8,144,0.33,9,0.08,EnergyPlus Completed Successfully,0,0,0,0,3.7,2310.88,15307.73,-1906.08,-12018.79,15307.73,2310.88,11791.01,14149.21,110.54,32.9,128,448,86.84,263.99,118.79,13.2,0,0,18.05375,119.5916406,,
67,Case68,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.15,2480,0.025,0.054,0.054,0.97,38,0.0041,0.00064,22.8,144,0.33,9,0.08,EnergyPlus Completed Successfully,0,0,0,0,3.63,2245.56,15113.8,-1851.12,-11828.32,15113.8,2245.56,11619.95,13943.94,108.94,32.9,128,448,86.84,263.99,118.79,13.2,0,0,17.5434375,118.0765625,,
68,Case69,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.242,4000,0.015,0.054,0.021,0.782,24,0.0032,0.00028,19.6,0,0.05,9,15.032,EnergyPlus Completed Successfully,0,0,0,0,3.48,668153.82,1842598.15,-541239.95,-1417465.22,1842598.15,668154.36,1391106.63,1669327.96,69.41,5,24051.2,84179.2,180.89,3618.64,1628.39,180.93,0,0,27.78047748,76.61148508,,
69,Case70,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.242,4000,0.015,0.054,0.021,0.782,24,0.0032,0.00028,19.6,0,0.05,9,15.032,EnergyPlus Completed Successfully,0,0,0,0,3.51,677266.79,1850129.71,-548897.17,-1423801.44,1850129.71,677267.33,1397451.51,1676941.81,69.72,5,24051.2,84179.2,180.89,3618.64,1628.39,180.93,0,0,28.15937625,76.92463203,,
70,Case71,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.242,4000,0.015,0.054,0.021,0.782,24,0.0032,0.00028,19.6,0,0.05,9,0.08,EnergyPlus Completed Successfully,0,0,0,0,3.55,3854.4,11889,-3118.37,-9043.9,11889,3854.41,8874.98,10649.97,83.2,4.98,128,448,13.16,263.99,118.79,13.2,0,0,30.1125,92.8828125,,
71,Case72,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.242,4000,0.015,0.054,0.021,0.782,24,0.0032,0.00028,19.6,0,0.05,3.84,0.08,EnergyPlus Completed Successfully,0,0,0,0,3.56,3775.47,11293.31,-3055.52,-8616.97,11293.31,3775.47,8456.95,10148.34,79.28,4.98,128,448,9.74,195.61,77.6,20.21,0,0,29.49585938,88.22898438,,
72,Case73,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.242,4000,0.015,0.054,0.021,0.782,24,0.0032,0.00028,19.6,0,0.47,3.84,0.08,EnergyPlus Completed Successfully,0,0,0,0,3.64,5831.95,15336.32,-4888.31,-12307.89,15336.32,5831.96,12128.87,14554.65,113.71,46.8,128,448,91.54,195.61,77.6,20.21,0,0,45.56210938,119.815,,
73,Case74,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.242,4000,0.015,0.054,0.021,0.782,24,0.0005,0.00028,19.6,0,0.47,3.84,0.08,EnergyPlus Completed Successfully,0,0,0,0,3.66,10023.61,9979.07,-9202.12,-8794.79,9979.07,10023.61,8760.89,10513.07,82.13,46.8,128,448,91.54,195.61,77.6,20.21,0,0,78.30945313,77.96148438,,
74,Case75,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.242,4000,0.015,0.054,0.054,0.782,24,0.0005,0.00028,19.6,0,0.47,3.84,0.08,EnergyPlus Completed Successfully,0,0,0,0,3.63,10071.94,10275.42,-9243.06,-9055.45,10275.42,10071.95,8958.22,10749.86,83.98,46.8,128,448,91.54,195.61,77.6,20.21,0,0,78.68703125,80.27671875,,
75,Case76,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.242,4000,0.015,0.054,0.054,0.782,66,0.0005,0.00028,19.6,0,0.47,3.84,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.66,47383.68,15706.46,-46299.32,-14431.54,15706.46,47383.72,14333.92,17200.7,134.38,46.8,128,448,91.54,195.61,77.6,20.21,0,0,370.185,122.7067188,,
76,Case77,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.242,4000,0.015,0.054,0.054,0.5,66,0.0005,0.00028,19.6,0,0.47,3.84,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.66,46890.01,15586.46,-45806.79,-14312.34,15586.46,46890.05,14214.78,17057.73,133.26,46.8,128,448,91.54,195.61,77.6,20.21,0,0,366.3282031,121.7692188,,
77,Case78,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.242,4000,0.015,0.054,0.054,0.5,66,0.0005,0.00028,24.4,0,0.47,3.84,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.61,22741.36,12154.35,-21853.35,-10994.7,12154.35,22741.38,10900.09,13080.11,102.19,46.8,128,448,91.54,195.61,77.6,20.21,0,0,177.666875,94.95585938,,
78,Case79,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.242,4000,0.03,0.054,0.054,0.5,66,0.0005,0.00028,24.4,0,0.47,3.84,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.72,20039.41,12209.46,-19167.81,-11047.02,12209.46,20039.43,10938.91,13126.69,102.55,46.8,128,448,91.54,195.61,77.6,20.21,0,0,156.5578906,95.38640625,,
79,Case80,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.38,4000,0.03,0.054,0.054,0.5,66,0.0005,0.00028,24.4,0,0.47,3.84,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.61,20583.91,12509.27,-19707.63,-11342.77,12509.27,20583.93,11233.85,13480.62,105.32,46.8,128,448,91.54,195.61,77.6,20.21,0,0,160.8117969,97.72867188,,
80,Case81,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.38,4000,0.03,0.054,0.054,0.5,66,0.0005,0.00082,24.4,0,0.47,3.84,0.08,EnergyPlus Completed Successfully,0,0,0,0,3.61,10747.14,14102.12,-9679.46,-12115.11,14102.12,10747.15,11963.46,14356.15,112.16,46.8,128,448,91.54,195.61,77.6,20.21,0,0,83.96203125,110.1728125,,
81,Case82,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.38,4000,0.03,0.054,0.054,0.5,66,0.0005,0.00082,24.4,0,0.47,3.84,0.08,EnergyPlus Completed Successfully,0,0,0,0,3.67,10641.56,14043.36,-9580.95,-12063.05,14043.36,10641.57,11911.84,14294.21,111.67,46.8,128,448,91.54,195.61,77.6,20.21,0,0,83.1371875,109.71375,,
82,Case83,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.38,4000,0.03,0.021,0.054,0.5,66,0.0005,0.00082,24.4,0,0.47,3.84,0.08,EnergyPlus Completed Successfully,0,0,0,0,3.69,10947.09,14153.66,-9871.25,-12200.39,14153.66,10947.1,12049.45,14459.34,112.96,46.8,128,448,91.54,195.61,77.6,20.21,0,0,85.52414063,110.5754688,,
83,Case84,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.38,4000,0.03,0.021,0.054,0.5,66,0.0005,0.00082,24.4,108,0.47,3.84,0.08,EnergyPlus Completed Successfully,0,0,0,0,3.76,11381.39,14556.68,-10286.17,-12914.02,14556.68,11381.4,12772.29,15326.75,119.74,46.8,128,448,91.54,195.61,20.21,77.6,0,0,88.91710938,113.7240625,,
84,Case85,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.38,1720,0.03,0.021,0.054,0.5,66,0.0005,0.00082,24.4,108,0.47,3.84,0.08,EnergyPlus Completed Successfully,0,0,0,0,4.02,11347.03,14697.63,-10260.88,-13067.31,14697.63,11347.04,12922.61,15507.13,121.15,46.8,128,448,91.54,195.61,20.21,77.6,0,0,88.64867188,114.8252344,,
85,Case86,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.242,960,0.01,0.032,0.032,0.876,80,0.0005,0.00064,22.8,36,0.19,5.56,15.032,EnergyPlus Completed Successfully,1,0,0,0,3.98,1.06E+07,2155367.14,-1.04E+07,-1954323.77,2155367.14,1.06E+07,1943684.37,2332421.24,96.98,18.99,24051.19,84179.18,573.67,3020.18,1279.89,230.2,0,0,440.7266335,89.61582109,,
86,Case87,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.242,960,0.01,0.032,0.032,0.594,80,0.0005,0.00064,22.8,36,0.19,5.56,15.032,EnergyPlus Completed Successfully,1,0,0,0,4.26,1.06E+07,2153299.62,-1.04E+07,-1952458.03,2153299.62,1.06E+07,1941799.43,2330159.32,96.88,18.99,24051.19,84179.18,573.67,3020.18,1279.89,230.2,0,0,440.7266335,89.52985777,,
87,Case88,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.38,960,0.01,0.032,0.032,0.594,80,0.0005,0.00064,22.8,36,0.19,5.56,15.032,EnergyPlus Completed Successfully,1,0,0,0,4.24,1.06E+07,2155689.35,-1.04E+07,-1955142.39,2155689.35,1.06E+07,1944564.12,2333476.95,97.02,18.99,24051.19,84179.18,573.67,3020.18,1279.89,230.2,0,0,440.7266335,89.62921793,,
88,Case89,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.38,960,0.025,0.032,0.032,0.594,80,0.0005,0.00064,22.8,36,0.19,5.56,15.032,EnergyPlus Completed Successfully,1,0,0,0,3.93,1.06E+07,2158318.98,-1.04E+07,-1957824.84,2158318.98,1.06E+07,1947196.39,2336635.66,97.15,18.99,24051.19,84179.18,573.67,3020.18,1279.89,230.2,0,0,440.7266335,89.73855265,,
89,Case90,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.38,960,0.025,0.032,0.032,0.594,80,0.0005,0.00064,22.8,36,0.19,0.4,15.032,EnergyPlus Completed Successfully,1,0,0,0,4.12,1.07E+07,2141962.53,-1.05E+07,-1944447.75,2141962.53,1.07E+07,1934617.71,2321541.25,96.52,18.99,24051.2,84179.2,456.42,2403.06,343.29,858.24,0,0,444.8842469,89.0584474,,
90,Case91,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.38,960,0.025,0.032,0.032,0.594,80,0.0005,0.0001,22.8,36,0.19,0.4,15.032,EnergyPlus Completed Successfully,1,0,0,0,5.07,1.27E+07,1964350.96,-1.26E+07,-1850959.32,1964350.96,1.27E+07,1846368.71,2215642.45,92.12,18.99,24051.2,84179.2,456.42,2403.06,343.29,858.24,0,0,528.0401809,81.6737194,,
91,Case92,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.38,960,0.025,0.065,0.032,0.594,80,0.0005,0.0001,22.8,36,0.19,0.4,15.032,EnergyPlus Completed Successfully,1,0,0,0,4.75,1.27E+07,1967264.06,-1.26E+07,-1853197.58,1967264.06,1.27E+07,1848279.25,2217935.1,92.22,18.99,24051.2,84179.2,456.42,2403.06,343.29,858.24,0,0,528.0401809,81.79484017,,
92,Case93,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.38,960,0.025,0.065,0.032,0.594,80,0.0005,0.0001,22.8,36,0.19,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,4.51,56183.91,12305.87,-55518.37,-11747.02,12305.87,56183.96,11701.82,14042.19,109.7,18.91,128,448,33.15,175.31,25.04,62.61,0,0,438.9367969,96.13960938,,
93,Case94,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.38,960,0.025,0.065,0.032,0.594,38,0.0005,0.0001,22.8,36,0.19,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,4.32,11875.67,6899.2,-11327.65,-6371.02,6899.2,11875.68,6326.47,7591.77,59.31,18.91,128,448,33.15,175.31,25.04,62.61,0,0,92.77867188,53.9,,
94,Case95,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.38,3240,0.025,0.065,0.032,0.594,38,0.0005,0.0001,22.8,36,0.19,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,4.11,11855.16,6604.62,-11307.96,-6039.97,6604.62,11855.17,5997.41,7196.9,56.23,18.91,128,448,33.15,175.31,25.04,62.61,0,0,92.6184375,51.59859375,,
95,Case96,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.38,3240,0.025,0.065,0.032,0.594,38,0.0005,0.0001,18,36,0.19,0.4,0.08,EnergyPlus Completed Successfully,2,0,0,0,4.07,30040.08,9233.88,-29363.3,-8656.58,9233.88,30040.1,8615.23,10338.28,80.77,18.91,128,448,33.15,175.31,25.04,62.61,0,0,234.688125,72.1396875,,
96,Case97,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.38,3240,0.025,0.065,0.032,0.594,38,0.0005,0.0001,18,144,0.19,0.4,0.08,EnergyPlus Completed Successfully,2,0,0,0,4.01,30001.41,9437.43,-29324.41,-8721.47,9437.43,30001.43,8699.01,10438.81,81.55,18.91,128,448,33.15,175.31,25.04,62.61,0,0,234.3860156,73.72992188,,
97,Case98,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.38,3240,0.025,0.065,0.032,0.594,38,0.0005,0.0001,18,144,0.61,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,4.09,28805.6,13814.38,-28126.92,-13148.17,13814.38,28805.62,13125.27,15750.32,123.05,60.71,128,448,106.43,175.31,25.04,62.61,0,0,225.04375,107.9248438,,
98,Case99,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.684,0.564,0.38,3240,0.025,0.065,0.065,0.594,38,0.0005,0.0001,18,144,0.61,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.96,28480.13,14113.55,-27800.83,-13460.58,14113.55,28480.15,13433.89,16120.67,125.94,60.71,128,448,106.43,175.31,25.04,62.61,0,0,222.5010156,110.2621094,,
99,Case100,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.96,0.564,0.38,3240,0.025,0.065,0.065,0.594,38,0.0005,0.0001,18,144,0.61,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.69,28337.32,14054.29,-27658.22,-13400.82,14054.29,28337.34,13374.44,16049.32,125.39,60.71,128,448,106.43,175.31,25.04,62.61,0,0,221.3853125,109.7991406,,
100,Case101,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.96,0.96,0.38,3240,0.025,0.065,0.065,0.594,38,0.0005,0.0001,18,144,0.61,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.62,28699.8,14305.17,-28020.1,-13658.85,14305.17,28699.83,13628.62,16354.35,127.77,60.71,128,448,106.43,175.31,25.04,62.61,0,0,224.2171875,111.7591406,,
101,Case102,cntr_Manchester_TRY.epw,Aut_IDF_MorrisMethod.imf,0.96,0.96,0.38,3240,0.025,0.065,0.065,0.594,38,0.0032,0.0001,18,144,0.61,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.74,17649.83,20602.42,-15532.75,-17375.97,20602.42,17649.84,17288.65,20746.39,162.08,60.71,128,448,106.43,175.31,25.04,62.61,0,0,137.8892969,160.9564063,,
